949999999999900081,37
949999999999900081,39
949999999999900081,45
949999999999900081,51
949999999999900081,52
949999999999900081,55
949999999999900081,57
949999999999900081,78
949999999999900081,80
949999999999900081,81
949999999999900081,87
949999999999900081,91
949999999999900081,92
949999999999900081,98
949999999999900081,101
949999999999900081,118
949999999999900081,176
949999999999900081,202
949999999999900081,215
949999999999900081,222
949999999999900081,225
949999999999900081,238
949999999999900081,306
949999999999900081,389
949999999999900081,427
949999999999900081,462
949999999999900081,479
949999999999900081,500
949999999999900081,503
949999999999900081,506
949999999999900081,516
949999999999900081,725
949999999999900081,956
949999999999900081,1866
949999999999900081,2054
949999999999900081,2070
949999999999900081,2185
949999999999900081,2434
949999999999900081,2468
949999999999900081,2592
949999999999900081,3023
949999999999900081,3100
949999999999900081,3738
949999999999900081,3976
949999999999900081,4298
949999999999900081,4900
949999999999901449,40
949999999999901449,43
949999999999901449,49
949999999999901449,52
949999999999901449,64
949999999999901449,89
949999999999901449,113
949999999999901449,344
949999999999901449,384
949999999999901449,395
949999999999901449,416
949999999999901449,746
949999999999901449,750
949999999999901449,758
949999999999901449,786
949999999999901449,923
949999999999901449,1076
949999999999901449,1856
949999999999901449,2100
949999999999901449,2225
949999999999901449,2253
949999999999901449,2780
949999999999901449,2801
949999999999901449,2828
949999999999901449,2876
949999999999901449,3100
949999999999901449,3420
949999999999901449,3761
949999999999901761,38
949999999999901761,39
949999999999901761,48
949999999999901761,51
949999999999901761,71
949999999999901761,94
949999999999901761,104
949999999999901761,119
949999999999901761,184
949999999999901761,382
949999999999901761,389
949999999999901761,398
949999999999901761,462
949999999999901761,480
949999999999901761,590
949999999999901761,616
949999999999901761,620
949999999999901761,970
949999999999901761,980
949999999999901761,1196
949999999999901761,1250
949999999999901761,1264
949999999999901761,1431
949999999999901761,2165
949999999999901761,2279
949999999999901761,2744
949999999999901761,2990
949999999999901761,3276
949999999999901761,3420
949999999999901761,3827
949999999999901761,4769
949999999999901929,37
949999999999901929,41
949999999999901929,47
949999999999901929,50
949999999999901929,53
949999999999901929,61
949999999999901929,65
949999999999901929,68
949999999999901929,69
949999999999901929,73
949999999999901929,100
949999999999901929,102
949999999999901929,108
949999999999901929,118
949999999999901929,128
949999999999901929,165
949999999999901929,168
949999999999901929,220
949999999999901929,275
949999999999901929,432
949999999999901929,440
949999999999901929,490
949999999999901929,538
949999999999901929,580
949999999999901929,594
949999999999901929,678
949999999999901929,704
949999999999901929,746
949999999999901929,885
949999999999901929,990
949999999999901929,1040
949999999999901929,1082
949999999999901929,1125
949999999999901929,1250
949999999999901929,2225
949999999999901929,2740
949999999999901929,4038
949999999999902289,44
949999999999902289,49
949999999999902289,56
949999999999902289,65
949999999999902289,71
949999999999902289,88
949999999999902289,102
949999999999902289,164
949999999999902289,218
949999999999902289,252
949999999999902289,300
949999999999902289,406
949999999999902289,550
949999999999902289,596
949999999999902289,734
949999999999902289,795
949999999999902289,956
949999999999902289,1046
949999999999902289,1082
949999999999902289,1142
949999999999902289,1280
949999999999902289,1330
949999999999902289,1434
949999999999902289,1600
949999999999902289,1637
949999999999902289,1820
949999999999902289,1853
949999999999902289,1982
949999999999902289,2348
949999999999902289,2484
949999999999902289,2512
949999999999902289,4776
949999999999902289,4860
949999999999902769,37
949999999999902769,45
949999999999902769,49
949999999999902769,52
949999999999902769,59
949999999999902769,60
949999999999902769,71
949999999999902769,128
949999999999902769,130
949999999999902769,186
949999999999902769,242
949999999999902769,284
949999999999902769,326
949999999999902769,332
949999999999902769,361
949999999999902769,390
949999999999902769,795
949999999999902769,932
949999999999902769,956
949999999999902769,1316
949999999999902769,1660
949999999999902769,1972
949999999999902769,2100
949999999999902769,2360
949999999999902769,2428
949999999999902769,2460
949999999999902769,2670
949999999999902769,2916
949999999999902769,3268
949999999999902769,3590
949999999999902769,3632
949999999999902769,4304
949999999999903561,39
949999999999903561,41
949999999999903561,42
949999999999903561,45
949999999999903561,49
949999999999903561,57
949999999999903561,58
949999999999903561,76
949999999999903561,84
949999999999903561,134
949999999999903561,154
949999999999903561,182
949999999999903561,200
949999999999903561,254
949999999999903561,272
949999999999903561,280
949999999999903561,350
949999999999903561,400
949999999999903561,728
949999999999903561,968
949999999999903561,1020
949999999999903561,1075
949999999999903561,1164
949999999999903561,1230
949999999999903561,1316
949999999999903561,2051
949999999999903561,3152
949999999999903561,3368
949999999999903561,3556
949999999999903561,3600
949999999999903561,3996
949999999999903561,4200
